fiyat,oda_sayisi,metre_kare,bina_yasi,konut_Satılık Bungalov,konut_Satılık Daire,konut_Satılık Köşk,konut_Satılık Müstakil Ev,konut_Satılık Prefabrik,konut_Satılık Residence,konut_Satılık Villa,konut_Satılık Yazlık,konut_Satılık Çiftlik Evi
3225000,4,135 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480000,3,120 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,4,160 ,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8250000,5,300 ,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750000,4,170 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050000,3,110 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375000,3,95 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640000,3,110 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5290000,4,160 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075000,4,155 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7250000,5,190 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2150000,4,120 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650000,4,150 ,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2875000,3,100 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7300000,5,220 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400000,4,165 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700000,5,188 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,3,100 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11250000,5,340 ,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5248000,5,240 ,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150000,3,177 ,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1750000,3,90 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350000,7,250 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300000,4,110 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850000,5,185 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,175 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000000,3,200 ,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21850000,10,294 ,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3600000,4,180 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500000,4,220 ,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5000000,4,150 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000,4,170 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950000,3,80 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390000,3,115 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5650000,4,165 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650000,4,170 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150000,3,110 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25000000,7,400 ,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2750000,4,175 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,3,100 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,6,627 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7750000,5,180 ,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10949000,7,350 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3200000,6,251 ,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2050000,4,160 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999000,3,120 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590000,3,100 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400000,3,120 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8500000,5,240 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,5,150 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,150 ,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600000,4,170 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600000,4,185 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7500000,6,180 ,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4200000,9,183 ,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5500000,4,346 ,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3200000,5,150 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150000,4,180 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675000,3,100 ,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700000,3,115 ,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990000,3,95 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150000,2,55 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600000,4,125 ,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859000,2,65 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400000,4,160 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475000,3,150 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900000,4,145 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170000,2,50 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590000,3,109 ,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,4,90 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18690000,6,750 ,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9500000,5,230 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5458000,5,220 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535000,3,130 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850000,5,200 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600000,4,159 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850000,4,145 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,3,100 ,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150000,3,100 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880000,3,90 ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050000,3,100 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590000,4,125 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975000,4,145 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,4,176 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350000,3,95 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050000,5,140 ,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,6,500 ,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2600000,4,130 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450000,2,55 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850000,4,170 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4950000,5,220 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900000,5,270 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,12,360 ,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2000000,3,120 ,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1525000,3,100 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750000,4,120 ,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600000,3,90 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000000,4,500 ,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2290000,2,89 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000,4,140 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3750000,4,304 ,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12000000,5,270 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6950000,6,528 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,200 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300000,4,185 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000,4,150 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11250000,5,185 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250000,5,240 ,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550000,4,165 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350000,4,140 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550000,4,170 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13500000,14,450 ,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2515000,3,90 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800000,4,175 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140000,4,175 ,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4960000,4,145 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000,3,110 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330000,9,100 ,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5750000,3,110 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3750000,4,175 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100000,4,165 ,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,3,120 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000000,6,330 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5495000,5,250 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000000,6,297 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788000,4,200 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10950000,7,350 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3000000,3,140 ,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000000,4,170 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17500000,7,350 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000,4,180 ,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300000,4,155 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150000,4,200 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000,5,250 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690000,4,110 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190000,4,130 ,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050000,4,120 ,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460000,3,85 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3148000,3,95 ,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,185 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7495000,5,170 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990000,4,125 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,4,145 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350000,4,120 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000,4,140 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380000,3,90 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5900000,4,200 ,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350000,3,115 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250000,5,220 ,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780000,2,60 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9300000,5,220 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900000,3,105 ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900000,3,211 ,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4150000,3,125 ,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3500000,3,110 ,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8500000,5,300 ,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6950000,6,528 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750000,4,155 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,5,200 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900000,5,220 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000,2,60 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250000,5,200 ,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200000,4,180 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,6,350 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2625000,4,169 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000,4,165 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850000,4,145 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615000,4,165 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250000,3,130 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800000,3,176 ,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2850000,3,120 ,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1000000,3,85 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200000,4,140 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750000,5,225 ,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6750000,3,500 ,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4750000,5,220 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3148000,4,170 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000000,6,255 ,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2640000,3,110 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6200000,10,195 ,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1590000,3,100 ,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400000,4,190 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,5,180 ,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648000,3,120 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3950000,4,210 ,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,4,120 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050000,4,130 ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5458000,5,210 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000000,4,130 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,4,180 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850000,4,160 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400000,4,115 ,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3350000,4,160 ,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500000,5,500 ,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29000000000,9,550 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25000000,7,400 ,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28000000,9,450 ,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1825000,3,125 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000000,3,140 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650000,3,80 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,3,75 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3638000,3,95 ,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5950000,4,165 ,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850000,4,180 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850000,4,150 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6950000,5,350 ,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5250000,5,250 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900000,3,150 ,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4250000,4,325 ,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9250000,6,250 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780000,3,100 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300000,3,90 ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7500000,6,300 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4550000,5,170 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7150000,5,210 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000000,5,240 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150000,3,155 ,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3199999,3,160 ,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990000,2,50 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350000,3,85 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,3,75 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750000,4,150 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600000,3,95 ,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650000,4,125 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198000,3,120 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13000000,6,275 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800000,4,180 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,3,110 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3600000,4,170 ,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880000,4,150 ,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,3,100 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,180 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585000,3,95 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250000,10,240 ,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3225000,4,165 ,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570000,3,75 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10950000,7,330 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2575000,3,100 ,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300000,4,160 ,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950000,4,185 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425000,2,65 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250000,4,130 ,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,5,235 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19950000,6,370 ,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3250000,5,190 ,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000000,7,220 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6850000,5,240 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170000,2,55 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600000,5,200 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250000,5,230 ,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100000,3,160 ,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1345000,2,70 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150000,2,70 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,4,160 ,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1149000,2,50 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900000,4,200 ,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000000,5,200 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3825000,4,160 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820000,2,80 ,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650000,3,125 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000000,4,165 ,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000,3,130 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5450000,5,236 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6500000,5,270 ,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,6,210 ,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7500000,4,120 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450000,2,120 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875000,2,45 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150000,4,130 ,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410000,3,95 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7300000,5,350 ,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1075000,2,49 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490000,4,125 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270000,4,175 ,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450000,0,55 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750000,4,165 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17500000,8,400 ,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850000,3,95 ,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350000,4,160 ,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200000,4,150 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150000,4,180 ,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250000,3,120 ,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500000,4,135 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650000,4,140 ,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800000,3,90 ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830000,4,155 ,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,4,235 ,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500000,4,220 ,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
